mean,std,var,min,max,median,ptp,skewness,kurtosis,q25,q75,rms,mav,line_length,zero_crossings,delta_power,theta_power,alpha_power,beta_power,gamma_power,total_power,dominant_freq,spectral_entropy,psd_std,psd_mean,psd_median,psd_q10,psd_q90,peak_ratio,spectral_flatness,spectral_centroid,spectral_bandwidth,spectral_rolloff,mean_abs_diff,std_diff,max_diff,hjorth_mobility,hjorth_complexity,autocorr,slope_changes,trend,crest_factor,approx_entropy,sample_entropy,hurst_exponent,dfa_alpha,lz_complexity,label,subject_id,class
-3.469446951953614e-17,0.9999999457276777,0.9999998914553583,-3.238599007133421,2.9797384706995946,-0.06224085737464362,6.218337477833016,-0.08775505553059429,-0.07460441735898105,-0.6706066228107267,0.6580971930177948,0.9999999457276777,0.798527300983356,350.46887426675005,148.0,14.962391042557549,22.760251065326333,32.052611827645855,90.60541930341854,44.069054830579155,255.99659725305838,13.0,6.068039108173483,2.768244916173588,0.9999867080197593,0.27535998051318156,0.03176229140373174,2.0358043772020773,0.10291781525916445,41.0,0.1015625,0.6858490690151664,0.8681943695325048,2.981276675051138,0.8681944166080223,1.7858150185458626,0.9999998914553582,283.0,-0.22781349201349432,4.055714817439101,0.6068039108173484,0.6674843018990831,0.2929476660029384,0.2636528994026446,0.2890625,0.0,0.0,1,1,Parkinson
1.9081958235744878e-17,0.9999999305401146,0.9999998610802341,-2.835174089527813,3.0214531670374827,0.12650304193128392,5.856627256565296,-0.1254852284663013,0.11928804633169587,-0.6868621044707757,0.6277169255795076,0.9999999305401146,0.7921931431894504,217.2310832379941,78.0,26.616837385150987,39.55790029658793,110.0760532947632,50.824624905714394,10.21423876412725,255.94242273419894,8.0,5.136430700354448,3.510671458734234,0.9997750888054646,0.10515971439933908,0.008254600913654256,1.188028238754505,0.11708250690265457,29.0,0.0625,0.4251097519334523,0.5383891063851954,1.8492359527768953,0.5383891437547242,2.6830382031830586,0.9999998610802343,281.0,-0.007504088882899034,3.814035999467756,0.5136430700354448,0.5650073770389893,0.2833411308338215,0.2550070177504394,0.17578125,0.0,0.0,0,14,Control
-3.122502256758253e-17,0.9999999464596657,0.9999998929193342,-3.441972423365193,2.9177956867205537,0.004080687473959167,6.359768110085747,-0.1690649951311806,0.05443619742471073,-0.6418475535947203,0.6713697917488117,0.9999999464596657,0.7926312444361825,373.18235114140214,153.0,13.393154053424322,23.535058199513458,23.40314434533244,100.54785380555056,34.58345166499844,255.51942837662014,13.0,6.045618180978126,3.0244282929184494,0.9981227670961724,0.28889603016216725,0.041563150023604487,1.5949999285030168,0.14082684263843184,36.0,0.1015625,0.7302981431338593,0.918150659519652,2.782363160091691,0.9181507086318403,1.7420226978591213,0.9999998929193343,297.0,-0.1026227591986956,4.342463720792767,0.6045618180978126,0.6650179999075939,0.29655269333432643,0.2668974240008938,0.302734375,0.0,0.0,1,2,Parkinson
0.0,0.9999999377270137,0.9999998754540311,-2.853201140184565,3.0403057434468437,-0.0035945692198579293,5.893506883631408,0.018415305652641566,-0.16798310863747412,-0.704079128710984,0.7178192742056966,0.9999999377270137,0.8072222737853597,240.01861381758917,100.0,17.22472458673203,16.18003170675271,105.49370309583091,77.5847880126162,20.26650107603847,255.88787256373234,8.0,4.903923598512216,4.411648971337664,0.9995620022020795,0.09651349187056033,0.01797509192938484,1.4386364923486803,0.18228586448975564,28.0,0.0625,0.46970374523990055,0.5813857786142674,1.6215981864136706,0.5813858147898291,2.510352112736264,0.999999875454031,259.0,0.15562587596264005,3.7663798953578214,0.4903923598512216,0.5394315958363437,0.2843473825874413,0.2559126443286972,0.19140625,0.0,0.0,0,16,Control
-6.938893903907228e-18,0.999999944187153,0.9999998883743092,-2.806518479153302,2.6607189036579935,0.004614555973297945,5.4672373828112955,-0.006248078769006457,-0.306969480423013,-0.7265485700298997,0.6919292607843512,0.999999944187153,0.8094787969405786,365.67635034263674,144.0,24.767808208632964,32.140762365172215,25.518965793601218,67.72924468381035,48.916037177468574,255.64934147286425,30.0,6.10626418068709,2.7385247359277782,0.998630240128376,0.2820252787490166,0.03771776751977941,1.4652399804484553,0.11720798998371361,36.0,0.234375,0.7156092961695435,0.9010325961763603,3.5450995723372793,0.9010326464205058,1.7466677233034973,0.9999998883743093,299.0,0.11980951232661813,3.467068550051983,0.610626418068709,0.6716890598755799,0.27231245531882775,0.24508120978694498,0.28125,0.0,0.0,1,4,Parkinson
0.0,0.9999999388525386,0.9999998777050808,-2.777600317199758,2.6916192550639737,0.012782111021989766,5.469219572263732,-0.10609301809536657,-0.1393082970212589,-0.6438528211658989,0.6725063347004494,0.9999999388525386,0.7924632286559785,229.02620069872108,102.0,19.806493237028977,27.37016334428324,95.1761243723389,79.50965981749593,16.25713742208444,255.9945794645138,13.0,4.825853270434513,4.379459924672852,0.999978826033257,0.0860188745826524,0.010422424421571225,1.650982478821474,0.21324790466592833,28.0,0.1015625,0.44819217357871055,0.5511413479573,1.6969986595402395,0.5511413816306393,2.6072167117776015,0.9999998777050809,259.0,-0.2743340743192564,3.5050210740504384,0.48258532704345136,0.5308438597477965,0.2723705634534599,0.2451335071081139,0.19921875,0.0,0.0,0,11,Control
1.0408340855860843e-17,0.9999999457818395,0.9999998915636819,-2.867787273670867,2.8995584000241394,0.024925480204190748,5.767345673695006,-0.06176392761399603,-0.18256051633701098,-0.6541490093905825,0.6778974638820028,0.9999999457818395,0.7992175106679147,379.9628123051842,154.0,14.829515520483811,12.270052596252011,47.41443519097654,73.35452639108928,52.0784744969781,255.947079472634,30.0,5.975200693330111,3.0533902431796784,0.9997932791899765,0.28567688687730974,0.03547718236044092,1.427424018348817,0.1230045960024109,43.0,0.234375,0.7435671473682665,0.9021936274026233,2.663904691460213,0.9021936762727952,1.7221703976836338,0.999999891563682,293.0,-0.11575940713310184,3.62799658535778,0.597520069333011,0.6572720762663122,0.280878619216549,0.2527907572948941,0.296875,0.0,0.0,1,4,Parkinson
-2.0816681711721685e-17,0.9999999363627022,0.9999998727254085,-3.3461039311679097,2.4328947734410935,0.06692438331049888,5.778998704609004,-0.22145141283724792,0.10239358154478628,-0.6587483053719264,0.7030436969728957,0.9999999363627022,0.799764170354522,223.2595494399716,82.0,14.20325233505663,31.03490891437259,135.86453728996423,37.91135765185939,19.275099565169548,255.95384407164758,8.0,4.9087322884333355,4.201757537530801,0.9998197034048734,0.08987520273713895,0.011207565112426274,1.6197859525216094,0.18732539897848602,30.0,0.0625,0.4369071417611969,0.5402123557458868,1.864968415532527,0.5402123900965329,2.6218458328005547,0.9999998727254084,269.0,0.06925078522732768,4.183863262174213,0.49087322884333356,0.5399605517276669,0.2812021820212563,0.2530819638191307,0.16796875,0.0,0.0,0,13,Control
3.469446951953614e-18,0.9999999429725426,0.9999998859450885,-3.073495259642425,2.994142044114256,0.025783065005841807,6.0676373037566815,-0.09463726058775274,0.11074712002225295,-0.6620029832229695,0.6416250154210282,0.9999999429725426,0.7912249537917928,391.4151063115666,154.0,16.694994938683973,15.99951103772362,25.263332338142256,82.54691501891368,56.17334859585011,255.03881132450624,30.0,6.176922506289932,2.804750427358912,0.9962453567363525,0.31739689112153036,0.057054276232528525,1.6416647255615415,0.12389710001905513,49.0,0.234375,0.765978681627332,0.9423965157346317,2.6632351897860507,0.942396569429992,1.6711901676265954,0.9999998859450885,304.0,-0.05015278284194919,3.884477157254514,0.6176922506289932,0.6794614756918925,0.28901499249208334,0.260113493242875,0.30078125,0.0,0.0,1,8,Parkinson
-3.122502256758253e-17,0.9999999455616234,0.9999998911232498,-2.6587678330312774,3.6293950756141693,-0.011903071598654452,6.288162908645447,-0.013719627375071762,0.14946443983480595,-0.6561666464799008,0.6300252620600957,0.9999999455616234,0.794641051891005,359.2206856522639,146.0,20.361903902671507,18.13171746847854,21.926588696236866,111.34190267435173,32.796259257897454,255.8900886647276,13.0,5.8686018377245865,3.386279092037908,0.9995706588465922,0.28624778182385513,0.04393857030852255,1.579249586320889,0.17300466595093578,33.0,0.1015625,0.7029759014721407,0.8775030678825806,2.72217063586076,0.8775031156085504,1.8243472985660674,0.9999998911232498,295.0,-0.12470239180997275,4.567339009884494,0.5868601837724586,0.6455462021497045,0.2947376302946879,0.2652638672652191,0.28515625,0.0,0.0,1,5,Parkinson
